parsed 130 topic files, 1401 mermaid diagrams
  ! visionclaw/01-boot-and-app-state.md:VC-01.15 — ../project/src/main.rs:848 is blank
  ! visionclaw/01-boot-and-app-state.md:VC-01.15 — ../project/src/services/ontology_pull.rs:384 is blank
  ! visionclaw/01-boot-and-app-state.md:VC-01.15 — ../project/src/services/ontology_pull.rs:290 is punctuation only ('}')
  ! visionclaw/01-boot-and-app-state.md:VC-01.15 — ../project/src/services/ontology_pull.rs:73 is punctuation only ('}')
  ! visionclaw/01-boot-and-app-state.md:VC-01.15 — ../project/src/services/ontology_pull.rs:411 is punctuation only ('});')
  ! visionclaw/03-request-lifecycle-and-rbac.md:VC-03.2 — ../project/src/services/nostr_service.rs:574 is punctuation only ('}')
  ! visionclaw/03-request-lifecycle-and-rbac.md:VC-03.2 — ../project/src/handlers/socket_flow_handler/http_handler.rs:117 is blank
  ! visionclaw/03-request-lifecycle-and-rbac.md:VC-03.2 — ../project/src/handlers/socket_flow_handler/http_handler.rs:217 is punctuation only ('}')
  ! visionclaw/03-request-lifecycle-and-rbac.md:VC-03.2 — ../project/src/services/nostr_service.rs:574 is punctuation only ('}')
  ! visionclaw/03-request-lifecycle-and-rbac.md:VC-03.3 — ../project/src/services/nostr_service.rs:601 is punctuation only ('}')
  ! visionclaw/03-request-lifecycle-and-rbac.md:VC-03.3 — ../project/src/settings/auth_extractor.rs:127 is punctuation only ('});')
  ! visionclaw/03-request-lifecycle-and-rbac.md:VC-03.3 — ../project/src/settings/auth_extractor.rs:195 is blank
  ! visionclaw/03-request-lifecycle-and-rbac.md:VC-03.4 — ../project/src/services/nostr_service.rs:601 is punctuation only ('}')
  ! visionclaw/03-request-lifecycle-and-rbac.md:VC-03.5 — ../project/src/services/nostr_service.rs:416 is punctuation only ('}')
  ! visionclaw/03-request-lifecycle-and-rbac.md:VC-03.15 — ../project/src/services/nostr_service.rs:601 is punctuation only ('}')
  ! visionclaw/03-request-lifecycle-and-rbac.md:VC-03.15 — ../project/src/handlers/solid_proxy_handler.rs:1311 is blank
  ! visionclaw/03-request-lifecycle-and-rbac.md:VC-03.15 — ../project/src/handlers/solid_proxy_handler.rs:1381 is blank
  ! visionclaw/03-request-lifecycle-and-rbac.md:VC-03.15 — ../project/src/handlers/solid_proxy_handler.rs:1654 is blank
  ! visionclaw/05-handlers-governance-and-identity.md:VC-05.8 — ../project/agentbox/management-api/routes/broker-bridge.js:290 is punctuation only ('}')
  ! visionclaw/05-handlers-governance-and-identity.md:VC-05.15 — ../project/src/handlers/solid_proxy_handler.rs:1789 is blank
  ! visionclaw/05-handlers-governance-and-identity.md:VC-05.15 — ../project/src/handlers/solid_proxy_handler.rs:381 is blank
  ! visionclaw/05-handlers-governance-and-identity.md:VC-05.15 — ../project/src/handlers/solid_proxy_handler.rs:1609 is blank
  ! visionclaw/05-handlers-governance-and-identity.md:VC-05.15 — ../project/src/handlers/solid_proxy_handler.rs:1369 is blank
  ! visionclaw/05-handlers-governance-and-identity.md:VC-05.15 — ../project/src/handlers/solid_proxy_handler.rs:1348 is blank
  ! visionclaw/05-handlers-governance-and-identity.md:VC-05.17 — ../project/src/services/acsp/client.rs:22 is blank
  ! visionclaw/05-handlers-governance-and-identity.md:VC-05.17 — ../project/src/services/acsp/client.rs:67 is punctuation only ('}')
  ! visionclaw/08-observability-health-and-dev-loop.md:VC-08.2 — ../project/src/main.rs:1197 is blank
  ! visionclaw/08-observability-health-and-dev-loop.md:VC-08.12 — ../project/src/config/security_profile.rs:363 is punctuation only ('),')
  ! visionclaw/09-config-and-env-flags.md:VC-09.1 — ../project/src/main.rs:800 is punctuation only ('}')
  ! visionclaw/09-config-and-env-flags.md:VC-09.4 — ../project/src/main.rs:878 is blank
  ! visionclaw/09-config-and-env-flags.md:VC-09.6 — ../project/src/config/security_profile.rs:55 is blank
  ! visionclaw/09-config-and-env-flags.md:VC-09.6 — ../project/src/config/security_profile.rs:107 is punctuation only ('}')
  ! visionclaw/09-config-and-env-flags.md:VC-09.7 — ../project/src/config/security_profile.rs:422 is punctuation only ('}')
  ! visionclaw/09-config-and-env-flags.md:VC-09.7 — ../project/src/config/security_profile.rs:453 is punctuation only ('),')
  ! visionclaw/09-config-and-env-flags.md:VC-09.8 — ../project/src/main.rs:800 is punctuation only ('}')
  ! visionclaw/09-config-and-env-flags.md:VC-09.9 — ../project/src/config/security_profile.rs:55 is blank
  ! visionclaw/09-config-and-env-flags.md:VC-09.12 — ../project/src/main.rs:688 is blank
  ! visionclaw/09-config-and-env-flags.md:VC-09.13 — ../project/src/main.rs:1197 is blank
  ! visionclaw/11-physics-step-and-force-channels.md:VC-11.1 — ../project/src/utils/unified_gpu_compute/execution.rs:968 is blank
  ! visionclaw/11-physics-step-and-force-channels.md:VC-11.3 — ../project/src/utils/unified_gpu_compute/execution.rs:968 is blank
  ! visionclaw/12-simparams-abi-and-ptx.md:VC-12.6 — ../project/src/utils/unified_gpu_compute/execution.rs:612 is blank
  ! visionclaw/12-simparams-abi-and-ptx.md:VC-12.6 — ../project/src/utils/unified_gpu_compute/execution.rs:863 is punctuation only ('}')
  ! visionclaw/13-broadcast-pipeline-and-websocket.md:VC-13.1 — ../project/src/handlers/socket_flow_handler/http_handler.rs:39 is blank
  ! visionclaw/13-broadcast-pipeline-and-websocket.md:VC-13.1 — ../project/src/handlers/socket_flow_handler/http_handler.rs:145 is punctuation only (');')
  ! visionclaw/13-broadcast-pipeline-and-websocket.md:VC-13.1 — ../project/src/handlers/socket_flow_handler/http_handler.rs:174 is punctuation only ('}')
  ! visionclaw/13-broadcast-pipeline-and-websocket.md:VC-13.1 — ../project/src/handlers/socket_flow_handler/http_handler.rs:236 is punctuation only (');')
  ! visionclaw/15-gpu-analytics.md:VC-15.10 — ../project/src/main.rs:1103 is punctuation only (')')
  ! visionclaw/15-gpu-analytics.md:VC-15.13 — ../project/crates/visionclaw-gpu/src/cuda_sources/gpu_clustering_kernels.cu:1079 is blank
  ! visionclaw/22-data-authority-provenance-erasure.md:VC-22.1 — ../project/src/services/nostr_service.rs:245 is blank
  ! visionclaw/22-data-authority-provenance-erasure.md:VC-22.9 — ../project/src/main.rs:740 is blank
  ! visionclaw/24-acsp-decision-elevation.md:VC-24.6 — ../project/src/actors/decision_elevation_actor.rs:459 is punctuation only ('}')
  ! visionclaw/24-acsp-decision-elevation.md:VC-24.6 — ../project/src/actors/decision_elevation_actor.rs:583 is punctuation only ('};')
  ! visionclaw/24-acsp-decision-elevation.md:VC-24.11 — ../project/src/services/acsp/client.rs:74 is blank
  ! visionclaw/26-solid-pod-and-jss.md:VC-26.1 — ../project/src/main.rs:1016 is blank
  ! visionclaw/26-solid-pod-and-jss.md:VC-26.1 — ../project/src/main.rs:1015 is blank
  ! visionclaw/26-solid-pod-and-jss.md:VC-26.2 — ../project/src/handlers/solid_proxy_handler.rs:881 is blank
  ! visionclaw/26-solid-pod-and-jss.md:VC-26.4 — ../project/src/utils/nip98.rs:524 is blank
  ! visionclaw/26-solid-pod-and-jss.md:VC-26.7 — ../project/src/handlers/solid_proxy_handler.rs:881 is blank
  ! visionclaw/26-solid-pod-and-jss.md:VC-26.7 — ../project/src/handlers/solid_proxy_handler.rs:896 is punctuation only ('};')
  ! visionclaw/26-solid-pod-and-jss.md:VC-26.7 — ../project/src/handlers/solid_proxy_handler.rs:932 is punctuation only ('}')
  ! visionclaw/26-solid-pod-and-jss.md:VC-26.13 — ../project/src/main.rs:848 is blank
  ! visionclaw/26-solid-pod-and-jss.md:VC-26.13 — ../project/src/services/ontology_pull.rs:384 is blank
  ! visionclaw/26-solid-pod-and-jss.md:VC-26.13 — ../project/src/services/ontology_pull.rs:290 is punctuation only ('}')
  ! visionclaw/26-solid-pod-and-jss.md:VC-26.13 — ../project/src/services/ontology_pull.rs:39 is blank
  ! visionclaw/26-solid-pod-and-jss.md:VC-26.13 — ../project/src/services/ontology_pull.rs:50 is blank
  ! visionclaw/26-solid-pod-and-jss.md:VC-26.13 — ../project/src/services/ontology_pull.rs:411 is punctuation only ('});')
  ! visionclaw/26-solid-pod-and-jss.md:VC-26.14 — ../project/src/services/ontology_pull.rs:291 is blank
  ! visionclaw/27-agent-integration-mcp-relay.md:VC-27.12 — ../project/src/main.rs:1142 is blank
  ! visionclaw/28-external-services.md:VC-28.5 — bare :825 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
  ! visionclaw/28-external-services.md:VC-28.5 — bare :753 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
  ! visionclaw/28-external-services.md:VC-28.5 — bare :755 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
  ! visionclaw/28-external-services.md:VC-28.5 — bare :760 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
  ! visionclaw/28-external-services.md:VC-28.5 — bare :766 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
  ! visionclaw/28-external-services.md:VC-28.5 — bare :822 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
  ! visionclaw/28-external-services.md:VC-28.5 — bare :791 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
  ! visionclaw/28-external-services.md:VC-28.5 — bare :786 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
  ! visionclaw/28-external-services.md:VC-28.5 — bare :796 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
  ! visionclaw/28-external-services.md:VC-28.5 — bare :805 on a message whose participant is declared without a path (bind the participant to a file, or qualify the ref)
  ! visionclaw/30-client-boot-and-state.md:VC-30.5 — ../project/client/src/store/websocket/index.ts:248 is blank
  ! visionclaw/30-client-boot-and-state.md:VC-30.5 — ../project/client/src/store/websocket/index.ts:278 is blank
  ! visionclaw/32-client-websocket-and-binary.md:VC-32.1 — ../project/client/src/store/websocket/index.ts:162 is punctuation only ('}')
  ! visionclaw/32-client-websocket-and-binary.md:VC-32.1 — ../project/client/src/store/websocket/index.ts:182 is punctuation only ('}')
  ! visionclaw/32-client-websocket-and-binary.md:VC-32.1 — ../project/client/src/store/websocket/index.ts:196 is punctuation only ('});')
  ! visionclaw/32-client-websocket-and-binary.md:VC-32.1 — ../project/client/src/store/websocket/index.ts:197 is punctuation only ('}')
  ! visionclaw/33-client-auth-and-identity.md:VC-33.1 — ../project/client/src/services/nostrAuthService.ts:341 is blank
  ! visionclaw/33-client-auth-and-identity.md:VC-33.1 — ../project/client/src/services/nostrAuthService.ts:355 is blank
  ! visionclaw/33-client-auth-and-identity.md:VC-33.1 — ../project/client/src/services/nostrAuthService.ts:477 is punctuation only ('}')
  ! visionclaw/33-client-auth-and-identity.md:VC-33.1 — ../project/client/src/services/nostrAuthService.ts:388 is punctuation only ('}')
  ! visionclaw/33-client-auth-and-identity.md:VC-33.1 — ../project/client/src/services/nostrAuthService.ts:398 is blank
  ! visionclaw/33-client-auth-and-identity.md:VC-33.1 — ../project/client/src/services/nostrAuthService.ts:503 is punctuation only ('}')
  ! visionclaw/33-client-auth-and-identity.md:VC-33.1 — ../project/client/src/services/nostrAuthService.ts:438 is punctuation only ('}')
  ! visionclaw/33-client-auth-and-identity.md:VC-33.1 — ../project/client/src/services/nostrAuthService.ts:433 is punctuation only ('}')
  ! visionclaw/33-client-auth-and-identity.md:VC-33.2 — ../project/client/src/services/nostrAuthService.ts:259 is blank
  ! visionclaw/33-client-auth-and-identity.md:VC-33.2 — ../project/client/src/services/nostrAuthService.ts:268 is blank
  ! visionclaw/33-client-auth-and-identity.md:VC-33.2 — ../project/client/src/services/nostrAuthService.ts:309 is punctuation only ('};')
  ! visionclaw/33-client-auth-and-identity.md:VC-33.2 — ../project/client/src/services/nostrAuthService.ts:275 is blank
  ! visionclaw/33-client-auth-and-identity.md:VC-33.3 — ../project/client/src/services/nostrAuthService.ts:433 is punctuation only ('}')
  ! visionclaw/33-client-auth-and-identity.md:VC-33.5 — ../project/client/src/services/nostrAuthService.ts:427 is punctuation only ('}')
  ! visionclaw/33-client-auth-and-identity.md:VC-33.5 — ../project/client/src/services/nostrAuthService.ts:427 is punctuation only ('}')
  ! visionclaw/33-client-auth-and-identity.md:VC-33.5 — ../project/client/src/services/nostrAuthService.ts:446 is punctuation only ('}')
  ! visionclaw/33-client-auth-and-identity.md:VC-33.5 — ../project/client/src/services/nostrAuthService.ts:452 is punctuation only ('}')
  ! visionclaw/33-client-auth-and-identity.md:VC-33.5 — ../project/client/src/services/nostrAuthService.ts:456 is punctuation only ('}')
  ! visionclaw/33-client-auth-and-identity.md:VC-33.9 — ../project/client/src/services/nostrAuthService.ts:602 is punctuation only ('}')
  ! visionclaw/35-voice-end-to-end.md:VC-35.12 — ../project/voice-stack/README.md:13 is blank
  ! visionclaw/36-godot-xr-client.md:VC-36.14 — bare :9 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  ! visionclaw/36-godot-xr-client.md:VC-36.14 — bare :15 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  ! visionclaw/36-godot-xr-client.md:VC-36.14 — bare :26 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  ! visionclaw/36-godot-xr-client.md:VC-36.14 — bare :32 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  ! visionclaw/36-godot-xr-client.md:VC-36.14 — bare :43 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  ! visionclaw/36-godot-xr-client.md:VC-36.14 — bare :49 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  ! visionclaw/36-godot-xr-client.md:VC-36.14 — bare :61 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  ! visionclaw/36-godot-xr-client.md:VC-36.14 — bare :67 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  ! visionflow/02-website-build-and-deploy.md:VF-02.2 — website/static/js/main.js:844 is blank
  ! visionflow/02-website-build-and-deploy.md:VF-02.12 — website/static/js/main.js:844 is blank
  ! visionflow/05-governance-gates.md:VF-05.12 — scripts/mesh-smoke-preflight.sh:7777 past EOF (file has 339 lines)
  ! visiongraph/04-downstream-contracts.md:VG-04.2 — ../visionGraph/.github/workflows/publish.yml:279 past EOF (file has 261 lines)
  ! visiongraph/04-downstream-contracts.md:VG-04.2 — ../visionGraph/.github/workflows/publish.yml:284 past EOF (file has 261 lines)
  ! estate/04-identity-mesh-did-nostr.md — ../project/src/utils/nip98.rs:375 is labelled 'validate_nip98_token' but that function spans :428-441
  ! estate/04-identity-mesh-did-nostr.md — ../project/src/utils/nip98.rs:234 is labelled 'claim_event_id' but that function spans :285-290
  ! estate/08-solid-pod-estate.md — ../project/src/handlers/solid_proxy_handler.rs:881 is labelled 'load_acl_for_path' but that function spans :885-925
  ! nostr-rust-forum/11-relay-durable-object-internals.md — ../nostr-rust-forum/crates/nostr-bbs-relay-worker/src/trust_sweep.rs:497 is labelled 'sweep_inactive_demotions' but that function spans :521-570
  ! visionclaw/01-boot-and-app-state.md — ../project/src/config/security_profile.rs:604 is labelled 'assert_effective_profile_or_exit' but that function spans :624-663
  ! visionclaw/03-request-lifecycle-and-rbac.md — ../project/src/services/nostr_service.rs:574 is labelled 'get_session' but that function spans :587-601
  ! visionclaw/03-request-lifecycle-and-rbac.md — ../project/src/services/nostr_service.rs:601 is labelled 'verify_nip98_auth' but that function spans :624-658
  ! visionclaw/03-request-lifecycle-and-rbac.md — ../project/src/services/nostr_service.rs:601 is labelled 'verify_nip98_auth' but that function spans :624-658
  ! visionclaw/03-request-lifecycle-and-rbac.md — ../project/src/utils/nip98.rs:375 is labelled 'validate_nip98_token' but that function spans :428-441
  ! visionclaw/03-request-lifecycle-and-rbac.md — ../project/src/services/nostr_service.rs:601 is labelled 'verify_nip98_auth' but that function spans :624-658
  ! visionclaw/08-observability-health-and-dev-loop.md — ../project/src/config/security_profile.rs:604 is labelled 'assert_effective_profile_or_exit' but that function spans :624-663
  ! visionclaw/09-config-and-env-flags.md — ../project/src/config/security_profile.rs:604 is labelled 'assert_effective_profile_or_exit' but that function spans :624-663
  ! visionclaw/09-config-and-env-flags.md — ../project/src/config/security_profile.rs:604 is labelled 'assert_effective_profile_or_exit' but that function spans :624-663
  ! visionclaw/09-config-and-env-flags.md — ../project/src/config/security_profile.rs:477 is labelled 'evaluate_effective_profile' but that function spans :485-614
  ! visionclaw/09-config-and-env-flags.md — ../project/src/config/security_profile.rs:453 is labelled 'report_mode_requested' but that function spans :459-463
  ! visionclaw/09-config-and-env-flags.md — ../project/src/config/security_profile.rs:460 is labelled 'report_mode_acknowledged' but that function spans :473-480
  ! visionclaw/11-physics-step-and-force-channels.md — ../project/src/utils/unified_gpu_compute/execution.rs:131 is labelled 'execute' but that function spans :172-981
  ! visionclaw/11-physics-step-and-force-channels.md — ../project/src/utils/unified_gpu_compute/execution.rs:131 is labelled 'execute' but that function spans :172-981
  ! visionclaw/13-broadcast-pipeline-and-websocket.md — ../project/src/handlers/socket_flow_handler/http_handler.rs:39 is labelled 'socket_flow_handler' but that function spans :53-454
  ! visionclaw/24-acsp-decision-elevation.md — ../project/src/services/acsp/client.rs:99 is labelled 'publish' but that function spans :117-155
  ! visionclaw/26-solid-pod-and-jss.md — ../project/src/handlers/solid_proxy_handler.rs:881 is labelled 'load_acl_for_path' but that function spans :885-925
  ! visionclaw/26-solid-pod-and-jss.md — ../project/src/utils/nip98.rs:375 is labelled 'validate_nip98_token' but that function spans :428-441
  ! visionclaw/26-solid-pod-and-jss.md — ../project/src/handlers/solid_proxy_handler.rs:881 is labelled 'load_acl_for_path' but that function spans :885-925

344 error(s):
  - citation: agentbox/01-nix-flake-composition.md:AB-01.1 — ../project/agentbox/flake.nix:652 is blank
  - citation: agentbox/01-nix-flake-composition.md:AB-01.6 — ../project/agentbox/flake.nix:1099 is punctuation only (']')
  - citation: agentbox/01-nix-flake-composition.md:AB-01.7 — ../project/agentbox/flake.nix:1080 is punctuation only ('};')
  - citation: agentbox/01-nix-flake-composition.md:AB-01.7 — ../project/agentbox/flake.nix:1092 is punctuation only ('};')
  - citation: agentbox/01-nix-flake-composition.md:AB-01.7 — ../project/agentbox/flake.nix:1099 is punctuation only (']')
  - citation: agentbox/01-nix-flake-composition.md:AB-01.7 — ../project/agentbox/flake.nix:1105 is punctuation only ('];')
  - citation: agentbox/01-nix-flake-composition.md:AB-01.10 — ../project/agentbox/flake.nix:652 is blank
  - citation: agentbox/02-boot-sequence-and-readiness.md:AB-02.4 — ../project/agentbox/flake.nix:2121 is blank
  - citation: agentbox/02-boot-sequence-and-readiness.md:AB-02.4 — ../project/agentbox/flake.nix:2265 is blank
  - citation: agentbox/02-boot-sequence-and-readiness.md:AB-02.6 — ../project/agentbox/flake.nix:1401 is blank
  - citation: agentbox/02-boot-sequence-and-readiness.md:AB-02.7 — ../project/agentbox/flake.nix:2374 is blank
  - citation: agentbox/02-boot-sequence-and-readiness.md:AB-02.8 — ../project/agentbox/flake.nix:2121 is blank
  - citation: agentbox/02-boot-sequence-and-readiness.md:AB-02.8 — ../project/agentbox/flake.nix:2125 is blank
  - citation: agentbox/07-daemons-reapers-cron-backups.md:AB-07.2 — ../project/agentbox/flake.nix:1827 is blank
  - citation: agentbox/07-daemons-reapers-cron-backups.md:AB-07.7 — ../project/agentbox/flake.nix:2438 is blank
  - citation: agentbox/07-daemons-reapers-cron-backups.md:AB-07.9 — ../project/agentbox/flake.nix:2265 is blank
  - citation: agentbox/08-hooks-pipeline.md:AB-08.1 — ../project/agentbox/config/entrypoint-unified.sh:1197 is blank
  - citation: agentbox/08-hooks-pipeline.md:AB-08.5 — ../project/agentbox/config/hooks/nostr-live-mirror.cjs:374 is blank
  - citation: agentbox/08-hooks-pipeline.md:AB-08.6 — ../project/agentbox/config/hooks/nostr-live-mirror.cjs:374 is blank
  - citation: agentbox/08-hooks-pipeline.md:AB-08.7 — ../project/agentbox/config/hooks/nostr-live-mirror.cjs:374 is blank
  - citation: agentbox/08-hooks-pipeline.md:AB-08.9 — ../project/agentbox/config/hooks/nostr-live-mirror.cjs:374 is blank
  - citation: agentbox/08-hooks-pipeline.md:AB-08.9 — ../project/agentbox/config/hooks/nostr-live-mirror.cjs:110 is blank
  - citation: agentbox/08-hooks-pipeline.md:AB-08.9 — ../project/agentbox/config/hooks/nostr-live-mirror.cjs:388 is punctuation only ('});')
  - citation: agentbox/08-hooks-pipeline.md:AB-08.9 — ../project/agentbox/config/hooks/nostr-live-mirror.cjs:395 is blank
  - citation: agentbox/08-hooks-pipeline.md:AB-08.9 — ../project/agentbox/config/hooks/nostr-live-mirror.cjs:425 is punctuation only ('}')
  - citation: agentbox/08-hooks-pipeline.md:AB-08.9 — ../project/agentbox/config/hooks/nostr-live-mirror.cjs:433 is blank
  - citation: agentbox/08-hooks-pipeline.md:AB-08.9 — ../project/agentbox/config/hooks/nostr-live-mirror.cjs:450 is blank
  - citation: agentbox/08-hooks-pipeline.md:AB-08.9 — ../project/agentbox/config/hooks/nostr-live-mirror.cjs:58 is blank
  - citation: agentbox/08-hooks-pipeline.md:AB-08.9 — ../project/agentbox/config/hooks/nostr-live-mirror.cjs:466 is punctuation only ('};')
  - citation: agentbox/08-hooks-pipeline.md:AB-08.9 — ../project/agentbox/config/hooks/nostr-live-mirror.cjs:505 is blank
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :46 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :56 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :78 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :160 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :246 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :266 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :89 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :107 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :128 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :144 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :382 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :408 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :169 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :188 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :201 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :218 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :332 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :374 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :367 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :295 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :303 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :320 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :416 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: dreamlab-ai-website/03-forum-config-overlay-zones-admin-kv-sync.md:DW-03.11 — bare :448 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/01-estate-topology.md:ES-01.1 — ../project/agentbox/docs/developer/native-pod-mesh.md:8484 past EOF (file has 393 lines)
  - citation: estate/01-estate-topology.md:ES-01.1 — ../project/agentbox/lib/solid-pod-rs.nix:8484 past EOF (file has 182 lines)
  - citation: estate/01-estate-topology.md:ES-01.2 — ../project/agentbox/docs/developer/hp-peer-node.md:8084 past EOF (file has 86 lines)
  - citation: estate/01-estate-topology.md:ES-01.2 — ../project/agentbox/skills/email-search/SKILL.md:8085 past EOF (file has 240 lines)
  - citation: estate/01-estate-topology.md:ES-01.2 — ../project/agentbox/docs/developer/hp-peer-node.md:8084 past EOF (file has 86 lines)
  - citation: estate/01-estate-topology.md:ES-01.2 — ../project/agentbox/docs/developer/hp-peer-node.md:8085 past EOF (file has 86 lines)
  - citation: estate/01-estate-topology.md:ES-01.2 — ../project/agentbox/skills/email-search/SKILL.md:9997 past EOF (file has 240 lines)
  - citation: estate/01-estate-topology.md:ES-01.2 — ../project/agentbox/skills/email-search/SKILL.md:9997 past EOF (file has 240 lines)
  - citation: estate/01-estate-topology.md:ES-01.2 — ../project/agentbox/skills/email-search/SKILL.md:9096 past EOF (file has 240 lines)
  - citation: estate/01-estate-topology.md:ES-01.2 — ../project/agentbox/skills/email-search/SKILL.md:7777 past EOF (file has 240 lines)
  - citation: estate/01-estate-topology.md:ES-01.3 — bare :165 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/01-estate-topology.md:ES-01.3 — bare :239 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/01-estate-topology.md:ES-01.3 — bare :350 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/01-estate-topology.md:ES-01.3 — bare :263 has no path anywhere before it in the diagram (qualify it, or reword if it is a port)
  - citation: estate/01-estate-topology.md:ES-01.3 — ../project/agentbox/docker-compose.yml:9096 past EOF (file has 201 lines)
  - citation: estate/01-estate-topology.md:ES-01.3 — ../project/agentbox/docker-compose.browsercontainer.yml:8084 past EOF (file has 70 lines)
  - citation: estate/01-estate-topology.md:ES-01.3 — ../project/agentbox/docker-compose.browsercontainer.yml:8085 past EOF (file has 70 lines)
  - citation: estate/01-estate-topology.md:ES-01.3 — ../project/agentbox/docker-compose.browsercontainer.yml:9997 past EOF (file has 70 lines)
  - citation: estate/01-estate-topology.md:ES-01.3 — ../project/agentbox/docker-compose.browsercontainer.yml:8765 past EOF (file has 70 lines)
